5.08.10;Polygon;-713260.8399999999,-981752.0700000003|-713170.2699999996,-981763.5399999991|-713119.9899999984,-981869.6400000006|-713124.1600000001,-981997.2399999984|-713040.1700000018,-982129.5500000007|-713240.9499999993,-982123.5500000007|-713267.3099999987,-982121|-713376.6000000015,-982103.4400000013|-713411.3200000003,-981927.5399999991|-713578.370000001,-981900.8399999999|-713431.3299999982,-981747.8900000006|-713260.8399999999,-981752.0700000003|*-713254.4800000004,-981790.1600000001|-713195.4400000013,-981820.75|-713179.4299999997,-981780.3200000003|-713228.25,-981761.25|-713254.4800000004,-981790.1600000001|*-713306.6000000015,-982049.6600000001|-713227.0799999982,-982044.0500000007|-713263,-982000|-713339.6000000015,-982000|-713306.6000000015,-982049.6600000001|*&
5.08.10;Polygon;-713912.0599999987,-980669.3000000007|-713884.9699999988,-980801.4200000018|-713748.8599999994,-980678.1900000013|-713443.120000001,-980619.6600000001|-713253.379999999,-980647.8000000007|-713226,-980748.1900000013|-713502.3999999985,-980957.5599999987|-713524.8599999994,-981076.3999999985|-713650.2199999988,-981075.6700000018|-713689.3399999999,-981142.3299999982|-713686.4100000001,-981332.8500000015|-713573.9100000001,-981324.6000000015|-713667.4299999997,-981383.2600000016|-713774.0700000003,-981381.5799999982|-713851.1400000006,-981469.4899999984|-713964.9800000004,-981465.6499999985|-713999.0799999982,-981381.9600000009|-713824.8399999999,-981206.8200000003|-713800.9299999997,-981109.7300000004|-713593.3200000003,-980913.9800000004|-713366.3099999987,-980774.0399999991|-713367.8299999982,-980691.9100000001|-713499.3999999985,-980684.3099999987|-713704.3500000015,-980799.8999999985|-713834.0199999996,-980834.120000001|-714187.2699999996,-980824.2399999984|-714380.8200000003,-980913.2100000009|-714477.0199999996,-980795.3399999999|-714252.0700000003,-980461.9400000013|-713851.8399999999,-980483.1499999985|-713912.0599999987,-980669.3000000007|*&
5.08.40;Polygon;-713100.1700000018,-980429.4899999984|-713353.7699999996,-980444.3200000003|-713449.4499999993,-980422.6400000006|-713562.8299999982,-980295.5100000016|-713643.7100000009,-980292.870000001|-713616.4899999984,-980205.9100000001|-713511.5500000007,-980133.9600000009|-713307.1000000015,-980172.7800000012|-712967.5,-979907.5|-712968,-979979|-712887.9699999988,-980180.629999999|-712910.2199999988,-980388.7600000016|-713100.1700000018,-980429.4899999984|*&
5.08.50;Polygon;-713137.9100000001,-980529.5599999987|-713054.129999999,-980618.1400000006|-712967.4299999997,-981058.4699999988|-712991.0899999999,-981174.9699999988|-713064.3900000006,-981265.3299999982|-713264.4499999993,-981317.8999999985|-713361.8900000006,-981356.3900000006|-713667.4299999997,-981383.2600000016|-713573.9100000001,-981324.6000000015|-713414.6499999985,-981306.4600000009|-713439.6099999994,-981139.9499999993|-713641.2300000004,-981186.2300000004|-713689.3399999999,-981142.3299999982|-713650.2199999988,-981075.6700000018|-713524.8599999994,-981076.3999999985|-713502.3999999985,-980957.5599999987|-713226,-980748.1900000013|-713253.379999999,-980647.8000000007|-713443.120000001,-980619.6600000001|-713748.8599999994,-980678.1900000013|-713884.9699999988,-980801.4200000018|-713912.0599999987,-980669.3000000007|-713788.0100000016,-980572.5100000016|-713292.5399999991,-980510.1499999985|-713137.9100000001,-980529.5599999987|*&
5.11.00;Polygon;-713194.6700000018,-977428.4499999993|-713182.7899999991,-977459.1999999993|-713333.7399999984,-977482.4600000009|-713413.1700000018,-977513.8399999999|-713260.6400000006,-977383.5899999999|-713194.6700000018,-977428.4499999993|*&
5.11.00;Polygon;-713937.3099999987,-977755.3000000007|-713901.5599999987,-977793.4600000009|-713895.3999999985,-977974.5399999991|-714001.6400000006,-978068.4600000009|-713918.0300000012,-978133.1000000015|-714040.3900000006,-978404.3399999999|-714094.1999999993,-978339.2399999984|-714136.0599999987,-978261.3200000003|-714089.7399999984,-978124.7699999996|-714089.7399999984,-977952.0399999991|-714256.9200000018,-977968.2300000004|-714299.1700000018,-977740.5199999996|-714432.8299999982,-977557.8999999985|-714615.0799999982,-977595.3500000015|-714680.0500000007,-977721.5399999991|-714654.879999999,-977874.3500000015|-714722.370000001,-977765.8599999994|-714850.9100000001,-977674.5100000016|-714943.120000001,-977572.4400000013|-714891.8900000006,-977358.3299999982|-714814.6099999994,-977253.1400000006|-714559.2399999984,-977083.870000001|-714352.7899999991,-976883.6600000001|-714219.6799999997,-977004.879999999|-714170.4100000001,-977089.25|-713875.3500000015,-977174.2600000016|-713814.0300000012,-977262.6700000018|-713951.6700000018,-977314.6400000006|-714053.3999999985,-977263.7100000009|-714233.7899999991,-977478.0700000003|-714162.7800000012,-977669.6000000015|-714176.4400000013,-977778.870000001|-713987.620000001,-977836.3900000006|-713937.3099999987,-977755.3000000007|*&
5.11.00;Polygon;-713848,-975962.5|-713799,-976043.5|-713797.5,-976320|-713984.2899999991,-976429.120000001|-714039.5,-976441.6700000018|-714303,-976162|-714327.4100000001,-976013.8500000015|-714261.5,-975920.5|-713841,-975863.5|-713848,-975962.5|*&
5.11.00;Polygon;-713493.9499999993,-975911.5500000007|-713512.7800000012,-975906.5700000003|-713532.7600000016,-975901.2899999991|-713542.1999999993,-975898.7899999991|-713512.8599999994,-975849.6999999993|-713464.7699999996,-975854.5300000012|-713493.9499999993,-975911.5500000007|*&
5.11.00;Polygon;-713488.7100000009,-975912.9299999997|-713459.5,-975854|-713315.5,-975809|-713254,-975738.5|-713094,-975809.5|-713229.5,-975997|-713237.5,-976196|-713295.5,-976198|-713488.7100000009,-975912.9299999997|*&
5.11.10;Polygon;-713376.6000000015,-982103.4400000013|-713267.3099999987,-982121|-713332.4800000004,-982245|-713243.2800000012,-982367.8200000003|-713255.120000001,-982549.0799999982|-713294.1099999994,-982655.6999999993|-713312.2399999984,-982651.879999999|-713323.25,-982598.9200000018|-713467.3999999985,-982559.3900000006|-713608.1900000013,-982580.3999999985|-713658.3500000015,-982487.9200000018|-713660.620000001,-982336.8099999987|-713592.0199999996,-982200.7800000012|-713563.3399999999,-982084.8599999994|-713376.6000000015,-982103.4400000013|*&
