5.08.10;Polygon;-506707.44999999925,-1075763.2300000004|-506839.80999999866,-1075721.7699999996|-506732.98999999836,-1075680.5|-506707.44999999925,-1075763.2300000004|*&
5.10.00;Polygon;-506911.66000000015,-1078331.6499999985|-506610.6400000006,-1078405.6600000001|-506593.9600000009,-1078469.5500000007|-506809.30000000075,-1078583.6799999997|-506948.66000000015,-1078530.8399999999|-507009.94999999925,-1078450.1600000001|-506911.66000000015,-1078331.6499999985|*&
5.11.00;Polygon;-504791.5,-1056517.5|-504725.5,-1056605.5|-504765.5,-1056777.5|-504908,-1056870.5|-504987.5,-1056989.5|-504992,-1057167.5|-505101.62000000104,-1057190.9800000004|-505183.1799999997,-1057332.0599999987|-505321,-1057129.5|-505853,-1057213.5|-505903.5,-1057163|-505842,-1056961.5|-505803,-1056695.5|-505690.5,-1056623.5|-505339,-1056585|-505330,-1056430.5|-505256.5,-1056355.5|-505127.5,-1056440|-504913,-1056508|-504938.5,-1056645|-504838,-1056643.5|-504791.5,-1056517.5|*&
5.12.10;Polygon;-507070.3299999982,-1075461.0799999982|-507188.87999999896,-1075410.039999999|-507191.98000000045,-1075323.5199999996|-507185.1700000018,-1075304.9299999997|-507163.3299999982,-1075251.8299999982|-507047.5300000012,-1075211.7800000012|-507070.3299999982,-1075461.0799999982|*&
5.12.12;Polygon;-508451.98000000045,-1075098.539999999|-508531.48000000045,-1075013.1999999993|-508489.2100000009,-1074980.4800000004|-508451.98000000045,-1075098.539999999|*&
5.14.00;Polygon;-508134,-1080470.5|-508239,-1080700|-508510,-1080773.5|-508588.9699999988,-1080835.0799999982|-508714.9200000018,-1080855.0599999987|-508611.5,-1080713.5|-508654,-1080598.5|-508847.5,-1080572|-508938,-1080498|-508866,-1080289.5|-508804,-1080286.5|-508750,-1080447.4699999988|-508678.5,-1080509.5|-508534,-1080505.5|-508377.5,-1080440.5|-508134,-1080470.5|*&
5.14.00;Polygon;-506040.5,-1080309|-506056.5,-1080462|-505999.5,-1080714|-505837.51000000164,-1081052.4899999984|-505951.25,-1081052.1000000015|-506073.48000000045,-1081110.1400000006|-506347.5,-1081261.5|-506407.5,-1081321.5|-506590,-1081347|-507054,-1081179.5|-507055,-1081261|-506937,-1081377|-506522,-1081507|-506376,-1081521|-506063.5,-1081423.5|-505882,-1081270|-505808.5,-1081287|-505610,-1081234.5|-505461,-1081128|-505269,-1081054|-505111,-1081017|-504871,-1081008.5|-504640,-1081031|-504136,-1081032|-503940.5,-1080973.5|-503793,-1080788|-503787,-1080711.5|-503897.8999999985,-1080574.2399999984|-503928.1000000015,-1080547.370000001|-504025.5,-1080473.5|-504100.5,-1080326|-504039,-1080263.5|-503508,-1080177.5|-503302.5,-1080240|-503030.5,-1080253|-502966,-1080283|-502782,-1080454|-502640,-1080660|-502552.5,-1080733.5|-502498.23000000045,-1080866.8999999985|-502424.75,-1080963.0599999987|-502335.5,-1080998|-502307,-1081123|-502353.5,-1081219|-502573.5,-1081209|-502681.5,-1081087.5|-503129,-1081052.5|-503381,-1080946.5|-503356,-1080726|-503417.0399999991,-1080678.5899999999|-503433,-1080924.5|-503753,-1080916.5|-503904.5,-1080979|-503967.5,-1081238|-504294,-1081366.5|-504385,-1081435|-504426,-1081561|-504314,-1081732.5|-504366,-1081785|-504717,-1081623.5|-505000,-1081595|-505252,-1081518.5|-505425,-1081571|-505526,-1081649.5|-505744.5,-1081933|-505669,-1082167|-505676,-1082254|-505793.5,-1082359.5|-506008.5,-1082473|-506028.5,-1082548|-505750.5,-1082813|-505652,-1082760|-505288.5,-1082890.5|-505380.5,-1083161.5|-505427.5,-1083078|-505547.5,-1083026.5|-505750,-1083162|-505963.5,-1083190.5|-506080.5,-1083243.5|-506301.5,-1083006|-506246.5,-1082786|-506313.5,-1082662.5|-506343.5,-1082545.5|-506276.5,-1082451|-506292.5,-1082275.5|-506373.5,-1082176.5|-506348.5,-1082032.5|-506148,-1081919.5|-505856,-1081659|-505803.5,-1081560|-505903,-1081505|-506012,-1081530|-506155,-1081643|-506237,-1081591.5|-506342,-1081623.5|-506591,-1081776|-506720,-1081654.5|-506961.7100000009,-1081610.6099999994|-507111.01000000164,-1081635.1900000013|-507132.1400000006,-1081796.7300000004|-507191.5,-1081915.629999999|-507342,-1081768.5|-507476.5,-1081587.5|-507516.5,-1081763.5|-508029.5,-1081807|-507993.5,-1081883|-507446.5,-1081784.5|-507350,-1081809.5|-507326.5,-1081834.5|-507300,-1081912|-507315.5,-1082163.5|-507227,-1082314.5|-507412,-1082498|-507517.5,-1082496.5|-507611.5,-1082405|-507970,-1082468|-508106.5,-1082547.5|-508312.5,-1082574|-508470.5399999991,-1082655.4899999984|-508524,-1082659.5|-508710.5,-1082862.5|-508895.5,-1082633.5|-509085,-1082485.5|-509167.5,-1082380.5|-509286.5,-1082314|-509418,-1082313|-509477.51000000164,-1082228.4899999984|-509640.5,-1082162|-509766,-1082071|-509952,-1082106|-510071,-1082085|-510077.5,-1082066.5|-509960.5,-1081966|-509536,-1081714.5|-509271,-1081530|-509072,-1081317.5|-508765.5,-1081312.5|-508578,-1081333.5|-508415,-1081221|-508370.5,-1080999.5|-508310.5700000003,-1080870.870000001|-508107,-1080840|-508066.98999999836,-1080553.5500000007|-507993.69000000134,-1080823.0500000007|-507782.08999999985,-1080889.4800000004|-507717.94000000134,-1080634.3000000007|-507749,-1080513|-507632,-1080421|-507428.5,-1080320|-507143,-1080246|-506984.5,-1080113|-506940,-1079947|-506663,-1079726|-506383,-1079600|-506362,-1079502|-506219,-1079546|-506124.5,-1079633|-506002,-1079845|-506040.5,-1080309|*-506355.19000000134,-1079712|-506252.3900000006,-1079702.6400000006|-506265.4600000009,-1079659.4499999993|-506355.19000000134,-1079712|*-503123.91000000015,-1080705.620000001|-503097.9299999997,-1080616.3200000003|-502978.05000000075,-1080598.3000000007|-503096.58999999985,-1080467.0599999987|-503181.48999999836,-1080523.6600000001|-503200,-1080695|-503123.91000000015,-1080705.620000001|*&
5.14.00;Polygon;-510139.91000000015,-1078933.710000001|-510155.19999999925,-1078963.4499999993|-510520.75,-1079012.4800000004|-510543.80000000075,-1078790.1799999997|-510421.05000000075,-1078706.25|-510221.6000000015,-1078762.129999999|-510139.91000000015,-1078933.710000001|*&
5.14.00;Polygon;-508087.75,-1079021.9299999997|-508016.26000000164,-1079020.1499999985|-507885.6000000015,-1079039.5100000016|-507645.23999999836,-1079224.3099999987|-508049.80999999866,-1079487.2600000016|-508113.12999999896,-1079494.8900000006|-508178.3900000006,-1079495.1799999997|-508353.8200000003,-1079276.1099999994|-508473.19999999925,-1079199.129999999|-508636.75,-1079151.7699999996|-508886.6799999997,-1078974.0300000012|-508987.7800000012,-1078842.7699999996|-508907.9600000009,-1078684.8999999985|-508693.3299999982,-1078628.1400000006|-508469.6499999985,-1078646.4100000001|-508344.23999999836,-1078721.4400000013|-508259.44999999925,-1078936.960000001|-508087.75,-1079021.9299999997|*&
5.14.00;Polygon;-508707.41000000015,-1078172.9100000001|-508651.5799999982,-1078214.4899999984|-508595.8599999994,-1078404.0199999996|-508718.0700000003,-1078459.5300000012|-508848.5,-1078444.7600000016|-509016.6099999994,-1078363.0799999982|-509198.8599999994,-1078425.870000001|-509265.76999999955,-1078314.8500000015|-509225.6700000018,-1078231.8999999985|-508996.23999999836,-1078168.370000001|-508890.6099999994,-1078180.0899999999|-508805.44000000134,-1078217.5500000007|-508707.41000000015,-1078172.9100000001|*&
