0.01.00;Polygon;-564843.3000000007,-1195429.6799999997|-564901.3099999987,-1195242.75|-564855.870000001,-1195087.370000001|-564724.370000001,-1195061.25|-564586.0599999987,-1195103.620000001|-564302.6900000013,-1195128.25|-564272.120000001,-1195236|-564735,-1195287.370000001|-564843.3000000007,-1195429.6799999997|*&
0.01.00;Polygon;-571589.7100000009,-1193225.7600000016|-571597.0300000012,-1193192.2399999984|-571543.1900000013,-1193186.7600000016|-571537.6999999993,-1193187.460000001|-571427.3399999999,-1193177.9499999993|-571589.7100000009,-1193225.7600000016|*&
0.01.00;Polygon;-571244.9100000001,-1193111.5899999999|-571187.4699999988,-1193120.4200000018|-571237.3399999999,-1193194.0199999996|-571388.4899999984,-1193161.2199999988|-571261.4899999984,-1193113.5700000003|-571244.9100000001,-1193111.5899999999|*&
0.01.00;Polygon;-563384.6799999997,-1194428.6900000013|-563228.0599999987,-1194477|-563496.1900000013,-1194524.620000001|-563785.5,-1194556|-564049,-1194506.370000001|-564186.4400000013,-1194425.25|-564392.620000001,-1194220|-564619.1900000013,-1193929.370000001|-564481.6900000013,-1193807.620000001|-564321.75,-1193717.620000001|-564337.0599999987,-1193614.5|-564577.620000001,-1193726.120000001|-564668.8099999987,-1193840.620000001|-564720.5599999987,-1193582.75|-564690.870000001,-1193441.870000001|-564546.1900000013,-1193250.120000001|-564446.5,-1192954.870000001|-564430.370000001,-1192841.620000001|-564186,-1193021.5|-564175,-1193249.75|-564119,-1193371.870000001|-564219.5599999987,-1193516.120000001|-564168.620000001,-1193852.120000001|-564046.870000001,-1194050.620000001|-563907.6900000013,-1194124.120000001|-563668.870000001,-1194327.75|-563518.6900000013,-1194409.120000001|-563384.6799999997,-1194428.6900000013|*&
0.01.00;Polygon;-541401.6000000015,-1193292.1499999985|-541231.0500000007,-1193430.2300000004|-541122.8200000003,-1193563.0500000007|-541010.7100000009,-1193788.7699999996|-540939.120000001,-1193805.5500000007|-540886.5700000003,-1193983.8099999987|-540621.6999999993,-1194389.9800000004|-540807.5,-1194433.5|-540895.5,-1194950.5|-540944.5,-1195032.5|-541250,-1195288.6099999994|-541383.5,-1195244|-541461,-1195130.5|-541508,-1194913.5|-541580.5,-1194836.5|-541829.5,-1194601.5|-541968,-1194588|-542128.5,-1194652.5|-542313,-1194859|-542500,-1195011|-542765.5,-1195106|-542861.5,-1195220|-542951.5,-1195454.5|-543008,-1195768|-543099.5,-1196000|-543185.5,-1196127.5|-543184.5,-1195927.5|-543234.5,-1195734.5|-543379,-1195774.5|-543427,-1195996|-543458.5,-1196323.4899999984|-543655,-1195957|-543793.5,-1195800.5|-543861,-1195576.5|-543942,-1195461.5|-544206.5,-1195277.5|-544028.5,-1195293|-543781,-1195392|-543565,-1195351|-543461,-1195264.5|-543406,-1195082|-543402.5,-1194862.5|-543352,-1194615|-543265.5,-1194486|-543101.5,-1194317.5|-542909.5,-1194159.5|-542664.5,-1194051.5|-542408,-1194122.5|-542265,-1194119.5|-542057,-1194057|-541914,-1194064.5|-541736.5,-1194183.5|-541641,-1194342|-541577.5500000007,-1194570.5|-541523.8599999994,-1194624.0799999982|-541345.5,-1194826|-541148.5,-1194932|-541044,-1194914|-540981.5,-1194788|-540982.5,-1194501.5|-541039,-1194389|-541186,-1194268.5|-541319,-1194238.5|-541675.5,-1193949|-541845.3500000015,-1193737.0899999999|-541999.5,-1193606.5|-542092,-1193338.5|-542081,-1192960.5|-541990.6499999985,-1192813.9499999993|-541931,-1193020.5|-541722,-1193584|-541575.5,-1193605|-541401.6000000015,-1193292.1499999985|*&
0.01.00;Polygon;-565236.25,-1193190.75|-565410.5599999987,-1192813.620000001|-565466.5599999987,-1192768.75|-565564.9400000013,-1192697.5|-565628.5599999987,-1192493.870000001|-565548,-1192419.620000001|-565465.25,-1192453.120000001|-565220.5599999987,-1192821.25|-565192.5599999987,-1193033|-565236.25,-1193190.75|*&
0.01.00;Polygon;-540013,-1191977|-540118.5,-1192036|-540211,-1192156.5|-540235.5,-1192289|-540190.5,-1192435.5|-540107,-1192509.5|-539985,-1192520.5|-539906,-1192748|-539801.5,-1192827.5|-539711,-1192812|-539664,-1192691|-539823,-1192435.9699999988|-539558,-1192347.5|-539489,-1192530|-539406.8900000006,-1192603.7800000012|-539303,-1192710|-539152.5,-1193085.5|-539146,-1193104.5|-539592.5,-1193325|-539676.5,-1193154.5|-540039,-1193358|-540461,-1193576|-540538.5,-1193438|-540792,-1193564.5|-540665.5,-1193753|-540548.6799999997,-1193819.4499999993|-540848.8200000003,-1193973.9100000001|-540827.6900000013,-1193829.7199999988|-540976.2600000016,-1193718.3900000006|-541336.120000001,-1193160.1099999994|-541429.3599999994,-1193138.4899999984|-541481.9499999993,-1193016.5899999999|-541575.8399999999,-1192987.7399999984|-541626.4499999993,-1192845.7600000016|-541882.2699999996,-1192828.1499999985|-541983.7399999984,-1192784.3000000007|-541826,-1192227.5|-541722.5,-1192035|-541478.5,-1191985|-540958,-1191989.5|-540703.5,-1191925.5|-540430.5,-1191892.5|-540148,-1191920|-540013,-1191977|*&
0.01.00;Polygon;-574339.7199999988,-1190915.8900000006|-574368.4299999997,-1190880.8399999999|-574299.370000001,-1190818.75|-574269.4200000018,-1190878.539999999|-574339.7199999988,-1190915.8900000006|*&
0.01.00;Polygon;-574301.3299999982,-1190574.1000000015|-574392.4600000009,-1190660.7199999988|-574527.5899999999,-1190702.4800000004|-574654.8399999999,-1190640.7699999996|-574665.7199999988,-1190564.0100000016|-574572.629999999,-1190398.0700000003|-574549.0500000007,-1190283.8099999987|-574606.1499999985,-1190116.9699999988|-574687.370000001,-1190002.370000001|-574643.7800000012,-1189904.2300000004|-574588.7800000012,-1190026.5199999996|-574512.2600000016,-1190302.0300000012|-574301.3299999982,-1190574.1000000015|*&
0.01.00;Polygon;-574179.5599999987,-1189508.5599999987|-574194.8999999985,-1189509.4400000013|-574173.7100000009,-1189460.5700000003|-574123.370000001,-1189434.539999999|-574070.6799999997,-1189479.210000001|-574179.5599999987,-1189508.5599999987|*&
