1.01.00;Polygon;-766361.25,-1015419.870000001|-766271.370000001,-1015238|-766244.620000001,-1015110.870000001|-766145,-1015092.1799999997|-766109.8099999987,-1015298.25|-766114.0599999987,-1015315.620000001|-766208.1900000013,-1015426.25|-766361.25,-1015419.870000001|*&
1.01.00;Polygon;-760998.4499999993,-1015040.6000000015|-761103.7800000012,-1015042.6600000001|-761251,-1015114.620000001|-761315.8900000006,-1015218.3200000003|-761475.1999999993,-1015256.0199999996|-761587.5899999999,-1015288.5|-761737,-1015261.3200000003|-761850.4600000009,-1015319.2100000009|-761903.7699999996,-1015328|-761756.5,-1015061.5599999987|-761684.6400000006,-1015098.4100000001|-761619.75,-1014979.5|-761423.1999999993,-1015044.2399999984|-761336.629999999,-1014818.3099999987|-761147.9299999997,-1014896.8599999994|-760998.4499999993,-1015040.6000000015|*&
1.01.00;Polygon;-763898.6000000015,-1014485.7699999996|-763907.4800000004,-1014489.6700000018|-764035.3500000015,-1014504.129999999|-764107.8599999994,-1014510.9899999984|-764108.4299999997,-1014508.2899999991|-764029.2100000009,-1014501.2100000009|-763898.6000000015,-1014485.7699999996|*&
1.01.00;Polygon;-767678.3599999994,-1014422.8099999987|-767412.5599999987,-1014423.6799999997|-767322.25,-1014512.6799999997|-767399.4400000013,-1014669.5599999987|-767353.1900000013,-1014761.120000001|-767194.6900000013,-1014894.25|-766871.620000001,-1014959.0599999987|-766818.620000001,-1014893.8099999987|-766898.75,-1014625.870000001|-766898.3099999987,-1014482.1799999997|-766688.9400000013,-1014436.370000001|-766509.1900000013,-1014509.3099999987|-766371,-1014443.5599999987|-766248.870000001,-1014459.6799999997|-766072.9400000013,-1014717|-765923.3099999987,-1014664.4299999997|-765668.120000001,-1014646.25|-765671.0599999987,-1014748|-765761.3099999987,-1014972.120000001|-765993.9699999988,-1014945.3399999999|-766042.4600000009,-1014953|-766575.3099999987,-1015064.25|-767024.6900000013,-1014990.870000001|-767298.9400000013,-1015014.1799999997|-767768.370000001,-1014885.75|-768151.0599999987,-1014959.0599999987|-768366.370000001,-1014971.8099999987|-768755.5599999987,-1015048.9299999997|-769031.9400000013,-1015002.3099999987|-768899.6900000013,-1014924.3099999987|-768933.1900000013,-1014762.370000001|-769034.0599999987,-1014773.4299999997|-769034.9400000013,-1014666.120000001|-768916.25,-1014572.870000001|-768948,-1014463.9299999997|-768813.3000000007,-1014476.120000001|-768569.0599999987,-1014491.5|-768099.75,-1014336.75|-768042.9400000013,-1014409.6799999997|-767926.370000001,-1014433.4299999997|-767678.3599999994,-1014422.8099999987|*-768272.620000001,-1014460.1600000001|-768298.9400000013,-1014524.4499999993|-768194.6900000013,-1014543.1799999997|-768179,-1014474.9299999997|-768272.620000001,-1014460.1600000001|*&
1.01.00;Polygon;-764286.1099999994,-1014226.4100000001|-764510.3299999982,-1014212.5500000007|-764562.3399999999,-1014117.75|-764412.2300000004,-1014104.3999999985|-764406.7100000009,-1014029.6000000015|-764277.5100000016,-1014095.7199999988|-764286.1099999994,-1014226.4100000001|*&
1.01.00;Polygon;-773024.6600000001,-1014255.3900000006|-773306.9299999997,-1014069.2800000012|-773189.7800000012,-1014061.4499999993|-772843.5899999999,-1014104.0899999999|-772738.8399999999,-1014028.3200000003|-772657.2899999991,-1014148.0700000003|-772759.8599999994,-1014240.629999999|-773024.6600000001,-1014255.3900000006|*&
1.01.00;Polygon;-765568.0700000003,-1013571.8399999999|-765476.5,-1013604.620000001|-765260.1700000018,-1013565.0599999987|-765144.6799999997,-1013576.6000000015|-765013.7399999984,-1013633.8200000003|-765001.1499999985,-1013742.0300000012|-764894.4899999984,-1013788.7100000009|-764752.6799999997,-1013764.879999999|-764689.4299999997,-1013838.8000000007|-764818.5199999996,-1013925.4800000004|-764778.129999999,-1014131.0399999991|-764819.629999999,-1014141.6900000013|-764877.8399999999,-1014124.6700000018|-765078.2300000004,-1014305.8299999982|-765305.25,-1014305.8099999987|-765526.9400000013,-1014482.1799999997|-765765.620000001,-1014470.75|-765818.620000001,-1014357.9299999997|-765638.4400000013,-1014224.870000001|-765652.4400000013,-1014140.0599999987|-765765.1900000013,-1014091.75|-765913.120000001,-1014139.1799999997|-766049.620000001,-1014097.25|-765925.4400000013,-1013996.75|-765900,-1013825.9299999997|-765799.120000001,-1013947.1799999997|-765639.6900000013,-1014036.620000001|-765560.4400000013,-1014009.0599999987|-765703.6900000013,-1013724.1799999997|-765816.870000001,-1013637.6799999997|-765794.870000001,-1013547.8099999987|-765608.620000001,-1013533.6799999997|-765602.1499999985,-1013548.4499999993|-765568.0700000003,-1013571.8399999999|*&
1.01.00;Polygon;-765798.25,-1013272.3099999987|-765802.0599999987,-1013401.5599999987|-765865.6900000013,-1013438.4299999997|-766159.870000001,-1013352|-766075.0599999987,-1013204.4299999997|-766115.370000001,-1013096.75|-765936.870000001,-1013161.1799999997|-765798.25,-1013272.3099999987|*&
1.01.00;Polygon;-765566.370000001,-1013055.6799999997|-765536.6900000013,-1013060.75|-765485,-1013159.120000001|-765641.8099999987,-1013282.4299999997|-765787.620000001,-1013259.5599999987|-765695.6900000013,-1013125.620000001|-765660.5,-1013098.0599999987|-765566.370000001,-1013055.6799999997|*&
1.01.00;Polygon;-764939.8200000003,-1013179.3299999982|-765022.4400000013,-1013177.3200000003|-765005.0899999999,-1013113.4100000001|-764939.8200000003,-1013179.3299999982|*&
